player,position,league,usual_category,n_injuries,age,median_days,worst_days,severe_rate
lorenzo venuti,Right-Back,Serie A,illness,3,29,13.0,25.0,0.0
loris karius,Goalkeeper,Bundesliga,ankle_foot,1,28,16.0,16.0,0.0
loris mouyokolo,Centre-Back,Ligue 1,ankle_foot,2,22,122.5,203.0,1.0
louis munteanu,Forward,Serie A,illness,2,20,26.0,36.0,0.5
lovro majer,Attacking Midfield,Ligue 1,other,7,27,11.0,164.0,0.2857142857142857
loïc badé,Centre-Back,La Liga,muscular,10,25,18.5,84.0,0.2
loïck landre,Centre-Back,Ligue 1,muscular,1,29,32.0,32.0,1.0
loïs diony,Forward,Ligue 1,knee,1,30,226.0,226.0,1.0
loïs openda,Forward,Bundesliga,bruise,1,25,6.0,6.0,0.0
luan peres,Centre-Back,Ligue 1,bruise,1,27,5.0,5.0,0.0
luca belardinelli,Central Midfield,Serie A,muscular,1,24,8.0,8.0,0.0
luca caldirola,Centre-Back,Serie A,other,3,34,13.0,84.0,0.3333333333333333
luca ceppitelli,Centre-Back,Serie A,muscular,9,32,16.0,51.0,0.2222222222222222
luca de la torre,Central Midfield,La Liga,muscular,3,27,31.0,83.0,0.6666666666666666
luca denk,Defensive Midfield,Bundesliga,ankle_foot,1,21,27.0,27.0,0.0
luca fiordilino,Defensive Midfield,Serie A,other,2,25,22.5,34.0,0.5
luca horn,Left Midfield,Bundesliga,illness,2,22,30.5,46.0,0.5
luca jaquez,Centre-Back,Bundesliga,other,1,22,7.0,7.0,0.0
luca kilian,Centre-Back,Bundesliga,muscular,3,24,64.0,94.0,1.0
luca koleosho,Right Winger,Premier League,knee,1,19,195.0,195.0,1.0
luca lezzerini,Goalkeeper,Serie A,back,3,27,68.0,105.0,0.6666666666666666
luca marianucci,Centre-Back,Serie A,illness,1,21,8.0,8.0,0.0
luca marrone,Centre-Back,Serie A,ankle_foot,1,33,11.0,11.0,0.0
luca mazzitelli,Central Midfield,Serie A,muscular,3,29,32.0,43.0,0.6666666666666666
luca netz,Left-Back,Bundesliga,other,7,22,25.0,98.0,0.42857142857142855
luca pellegrini,Left-Back,Serie A,muscular,13,26,8.0,20.0,0.0
luca pfeiffer,Forward,Bundesliga,illness,1,26,8.0,8.0,0.0
luca philipp,Goalkeeper,Bundesliga,other,2,22,29.5,53.0,0.5
luca plogmann,Goalkeeper,Bundesliga,other,1,21,213.0,213.0,1.0
luca raimund,Right Winger,Bundesliga,other,6,20,26.0,174.0,0.5
luca ranieri,Centre-Back,Serie A,muscular,4,23,22.0,31.0,0.5
luca ravanelli,Centre-Back,Serie A,muscular,1,26,4.0,4.0,0.0
luca schuler,Forward,Bundesliga,ankle_foot,1,22,32.0,32.0,1.0
luca siligardi,Right Winger,Serie A,illness,2,33,16.5,24.0,0.0
luca unbehaun,Goalkeeper,Bundesliga,back,3,22,26.0,85.0,0.3333333333333333
luca waldschmidt,Forward,Bundesliga,muscular,7,28,29.0,102.0,0.5714285714285714
lucas alario,Forward,Bundesliga,knee,8,31,24.0,121.0,0.5
lucas beltrán,Attacking Midfield,Serie A,ankle_foot,2,23,11.5,16.0,0.0
lucas bergvall,Central Midfield,Premier League,ankle_foot,1,19,41.0,41.0,1.0
lucas boyé,Forward,La Liga,bruise,2,28,20.0,25.0,0.0
lucas buadés,Right Midfield,Ligue 1,bruise,2,23,42.5,64.0,0.5
lucas cañizares,Goalkeeper,La Liga,knee,1,19,282.0,282.0,1.0
lucas chevalier,Goalkeeper,Ligue 1,other,1,22,3.0,3.0,0.0
lucas copado,Right Winger,Bundesliga,other,1,18,39.0,39.0,1.0
lucas digne,Left-Back,Premier League,muscular,8,30,19.0,47.0,0.375
lucas felippe,Central Midfield,Serie A,ankle_foot,2,21,25.5,31.0,0.5
lucas gourna-douath,Defensive Midfield,Serie A,ankle_foot,3,22,7.0,11.0,0.0
lucas hernández,Left-Back,Bundesliga,knee,10,28,11.5,220.0,0.4
lucas höler,Forward,Bundesliga,ankle_foot,2,31,43.5,81.0,0.5
lucas leiva,Defensive Midfield,Serie A,other,3,34,14.0,16.0,0.0
lucas martínez quarta,Centre-Back,Serie A,other,5,29,14.0,21.0,0.0
lucas mincarelli,Left-Back,Ligue 1,ligament,3,21,92.0,103.0,0.6666666666666666
lucas moura,Right Winger,Premier League,ankle_foot,3,30,8.0,43.0,0.3333333333333333
lucas ocampos,Left Winger,La Liga,ankle_foot,2,31,37.5,52.0,0.5
lucas olaza,Left-Back,La Liga,other,3,28,4.0,24.0,0.0
lucas paquetá,Attacking Midfield,Premier League,upper_body,9,28,16.0,46.0,0.1111111111111111
lucas stassin,Forward,Ligue 1,muscular,1,20,31.0,31.0,1.0
lucas torreira,Defensive Midfield,Serie A,illness,3,26,10.0,12.0,0.0
lucas torró,Defensive Midfield,La Liga,muscular,3,28,18.0,18.0,0.0
lucas tousart,Central Midfield,Bundesliga,bruise,4,28,21.5,45.0,0.5
lucas vázquez,Right-Back,La Liga,muscular,9,34,15.0,81.0,0.2222222222222222
lucien agoumé,Defensive Midfield,Serie A,muscular,3,22,36.0,50.0,1.0
ludovic ajorque,Forward,Bundesliga,muscular,1,30,17.0,17.0,0.0
ludovic blas,Right Winger,Ligue 1,other,1,27,37.0,37.0,1.0
ludwig augustinsson,Left-Back,Bundesliga,muscular,7,29,15.0,30.0,0.2857142857142857
luigi caccavo,Forward,Serie A,muscular,1,19,40.0,40.0,1.0
luigi cherubini,Left Winger,Serie A,knee,1,20,38.0,38.0,1.0
luigi sepe,Goalkeeper,Serie A,illness,3,33,47.0,49.0,0.6666666666666666
luis alberto,Attacking Midfield,Serie A,muscular,9,31,6.0,19.0,0.0
luis bilbao,Left Winger,La Liga,muscular,1,19,20.0,20.0,0.0
luis díaz,Left Winger,Premier League,knee,1,26,189.0,189.0,1.0
luis hartwig,Forward,Bundesliga,illness,2,19,52.0,98.0,0.5
luis hasa,Central Midfield,Serie A,ankle_foot,2,20,11.5,18.0,0.0
luis henrique,Right Midfield,Ligue 1,illness,2,19,11.5,14.0,0.0
luis hernández,Centre-Back,La Liga,illness,2,35,81.5,153.0,0.5
luis lópez,Goalkeeper,La Liga,other,1,21,8.0,8.0,0.0
luis milla,Central Midfield,La Liga,illness,3,27,22.0,152.0,0.3333333333333333
luis muriel,Forward,Serie A,back,2,32,12.0,15.0,0.0
luis perea,Defensive Midfield,La Liga,muscular,1,24,61.0,61.0,1.0
luis pérez,Right-Back,La Liga,illness,3,28,50.0,72.0,0.6666666666666666
luis sinisterra,Left Winger,Premier League,muscular,6,26,48.0,160.0,1.0
luis suárez,Forward,La Liga,muscular,7,35,17.0,93.0,0.2857142857142857
luiz araújo,Right Winger,Ligue 1,illness,2,26,30.5,45.0,0.5
luiz felipe,Centre-Back,Serie A,muscular,11,28,19.0,112.0,0.36363636363636365
luiz henrique,Right Winger,La Liga,muscular,1,23,44.0,44.0,1.0
luka bogdan,Centre-Back,Ligue 1,illness,2,27,23.5,30.0,0.5
luka jović,Forward,Serie A,illness,11,27,12.0,93.0,0.18181818181818182
luka lochoshvili,Centre-Back,Serie A,muscular,1,25,31.0,31.0,1.0
luka milivojevic,Defensive Midfield,Premier League,illness,1,30,24.0,24.0,0.0
luka modrić,Central Midfield,La Liga,muscular,10,38,6.0,22.0,0.0
luka romero,Right Winger,Serie A,illness,1,17,7.0,7.0,0.0
luka sucic,Central Midfield,La Liga,other,1,23,9.0,9.0,0.0
lukas haraslin,Left Winger,Serie A,illness,2,25,17.5,23.0,0.0
lukas hradecky,Goalkeeper,Bundesliga,ankle_foot,3,35,6.0,46.0,0.3333333333333333
lukas jensen,Goalkeeper,Premier League,upper_body,1,23,76.0,76.0,1.0
lukas klostermann,Centre-Back,Bundesliga,muscular,11,29,15.0,91.0,0.36363636363636365
lukas klünter,Right-Back,Bundesliga,illness,4,26,9.0,107.0,0.25
lukas kübler,Right-Back,Bundesliga,other,5,33,15.0,32.0,0.2
lukas lerager,Central Midfield,Serie A,illness,1,27,23.0,23.0,0.0
lukas nmecha,Forward,Bundesliga,muscular,11,26,45.0,213.0,0.5454545454545454
lukas petkov,Right Winger,Bundesliga,muscular,1,22,50.0,50.0,1.0
lukas ullrich,Left-Back,Bundesliga,upper_body,3,20,15.0,70.0,0.3333333333333333
lukasz fabianski,Goalkeeper,Premier League,head,3,40,15.0,17.0,0.0
lukasz piszczek,Right-Back,Bundesliga,other,3,36,10.0,11.0,0.0
lukasz skorupski,Goalkeeper,Serie A,illness,6,34,8.0,35.0,0.16666666666666666
luke ayling,Right-Back,Premier League,knee,1,30,73.0,73.0,1.0
luke shaw,Left-Back,Premier League,muscular,12,30,51.0,123.0,0.75
lulo dasilva,Central Midfield,La Liga,knee,1,21,246.0,246.0,1.0
lutsharel geertruida,Right-Back,Bundesliga,other,1,25,17.0,17.0,0.0
luuk de jong,Forward,La Liga,illness,4,31,27.5,43.0,0.5
lyanco,Centre-Back,Premier League,illness,3,25,21.0,57.0,0.3333333333333333
lyle foster,Forward,Premier League,muscular,2,23,33.5,35.0,1.0
lys mousset,Forward,Bundesliga,ankle_foot,15,27,22.0,164.0,0.3333333333333333
lászló bénes,Central Midfield,Bundesliga,other,5,28,7.0,49.0,0.4
lázaro,Left Winger,La Liga,muscular,1,22,36.0,36.0,1.0
léo baptistão,Forward,La Liga,ankle_foot,1,30,93.0,93.0,1.0
léo duarte,Centre-Back,Serie A,illness,1,24,10.0,10.0,0.0
léo dubois,Right-Back,Ligue 1,muscular,2,27,18.0,22.0,0.0
léo leroy,Central Midfield,Ligue 1,muscular,2,24,37.5,43.0,1.0
léo pétrot,Left-Back,Ligue 1,other,1,28,77.0,77.0,1.0
léo sena,Defensive Midfield,Serie A,muscular,2,25,29.0,50.0,0.5
m'bala nzola,Forward,Serie A,muscular,7,29,11.0,48.0,0.14285714285714285
m'baye niang,Forward,Ligue 1,other,1,26,50.0,50.0,1.0
mads bech sørensen,Centre-Back,Ligue 1,upper_body,2,24,40.0,40.0,1.0
mads hermansen,Goalkeeper,Premier League,muscular,2,25,62.5,78.0,1.0
mads pedersen,Left-Back,Bundesliga,muscular,7,29,30.0,58.0,0.5714285714285714
mads roerslev,Right-Back,Bundesliga,muscular,4,26,10.0,14.0,0.0
maduka okoye,Goalkeeper,Serie A,upper_body,1,26,93.0,93.0,1.0
mady camara,Central Midfield,Serie A,muscular,1,26,5.0,5.0,0.0
maghnes akliouche,Right Winger,Ligue 1,other,4,23,5.0,8.0,0.0
magnus warming,Right Winger,Serie A,muscular,1,22,36.0,36.0,1.0
mahamadou diawara,Central Midfield,Ligue 1,knee,2,20,15.0,15.0,0.0
mahamadou nagida,Left-Back,Ligue 1,knee,1,19,136.0,136.0,1.0
mahmoud dahoud,Central Midfield,Bundesliga,other,7,29,7.0,99.0,0.42857142857142855
mahmoud trezeguet,Left Winger,Premier League,back,3,27,52.0,239.0,0.6666666666666666
mahmut kücüksahin,Defensive Midfield,Bundesliga,ligament,1,21,15.0,15.0,0.0
maik lukowicz,Forward,Bundesliga,bruise,1,30,5.0,5.0,0.0
maissa ndiaye,Centre-Back,Serie A,muscular,1,21,12.0,12.0,0.0
makoto hasebe,Defensive Midfield,Bundesliga,other,6,40,10.0,80.0,0.16666666666666666
malamine efekele,Right Winger,Ligue 1,ankle_foot,1,19,28.0,28.0,1.0
malang sarr,Centre-Back,Ligue 1,muscular,2,24,54.0,92.0,0.5
malick fofana,Left Winger,Ligue 1,knee,3,20,15.0,26.0,0.0
malick mbaye,Right Winger,Ligue 1,muscular,1,20,25.0,25.0,0.0
malick thiaw,Centre-Back,Serie A,ankle_foot,3,24,14.0,22.0,0.0
malik tillman,Attacking Midfield,Bundesliga,bruise,4,20,60.5,169.0,0.5
malo gusto,Right-Back,Premier League,muscular,12,22,9.0,68.0,0.16666666666666666
mama baldé,Forward,Ligue 1,muscular,8,29,13.0,47.0,0.125
mamadou camara,Central Midfield,Ligue 1,surgery,1,20,93.0,93.0,1.0
mamadou coulibaly,Central Midfield,Ligue 1,muscular,4,24,50.5,227.0,0.75
mamadou diakhon,Left Winger,Ligue 1,ankle_foot,2,20,12.5,13.0,0.0
mamadou doucouré,Centre-Back,Bundesliga,other,8,26,84.0,295.0,0.875
mamadou sakho,Centre-Back,Premier League,muscular,3,31,56.0,172.0,0.6666666666666666
mamadou sarr,Centre-Back,Ligue 1,other,6,20,13.5,21.0,0.0
mamadou sylla,Forward,La Liga,muscular,1,30,13.0,13.0,0.0
manfred osei kwadwo,Left Midfield,Ligue 1,other,1,26,24.0,24.0,0.0
manolis saliakas,Right-Back,Bundesliga,muscular,2,29,37.0,49.0,0.5
manolo gabbiadini,Forward,Serie A,other,6,31,41.5,196.0,0.6666666666666666
manor solomon,Left Winger,Premier League,knee,2,24,212.5,277.0,1.0
manu koné,Central Midfield,Bundesliga,muscular,9,24,21.0,69.0,0.4444444444444444
manu morlanes,Central Midfield,La Liga,other,6,26,14.0,71.0,0.3333333333333333
manu sánchez,Left-Back,La Liga,muscular,2,20,13.0,13.0,0.0
manuel akanji,Centre-Back,Bundesliga,muscular,8,30,19.5,61.0,0.375
manuel de luca,Forward,Serie A,knee,2,24,121.5,184.0,1.0
manuel gulde,Centre-Back,Bundesliga,muscular,7,34,50.0,207.0,0.5714285714285714
manuel lanzini,Attacking Midfield,Premier League,muscular,3,28,16.0,22.0,0.0
manuel lazzari,Right-Back,Serie A,muscular,13,31,15.0,28.0,0.07692307692307693
manuel locatelli,Defensive Midfield,Serie A,ankle_foot,8,27,12.0,38.0,0.125
manuel neuer,Goalkeeper,Bundesliga,muscular,12,39,17.5,312.0,0.25
manuel prietl,Defensive Midfield,Bundesliga,other,5,30,11.0,16.0,0.0
manuel riemann,Goalkeeper,Bundesliga,other,3,33,5.0,8.0,0.0
manuel ugarte,Defensive Midfield,Premier League,bruise,2,24,8.5,10.0,0.0
marash kumbulla,Centre-Back,Serie A,muscular,11,24,21.0,253.0,0.45454545454545453
marc bartra,Centre-Back,La Liga,muscular,4,34,62.0,150.0,0.75
marc bernal,Defensive Midfield,La Liga,knee,1,18,383.0,383.0,1.0
marc casadó,Defensive Midfield,La Liga,ligament,1,22,56.0,56.0,1.0
marc cucurella,Left-Back,Premier League,ankle_foot,2,25,58.5,78.0,1.0
marc guiu,Forward,La Liga,muscular,2,19,52.0,99.0,0.5
marc guéhi,Centre-Back,Premier League,knee,1,23,89.0,89.0,1.0
marc oliver kempf,Centre-Back,Bundesliga,other,9,30,15.0,64.0,0.3333333333333333
marc pubill,Right-Back,La Liga,knee,2,21,60.5,90.0,1.0
marc roca,Defensive Midfield,La Liga,ankle_foot,3,28,93.0,191.0,1.0
marc-andré ter stegen,Goalkeeper,La Liga,other,7,33,79.0,214.0,0.5714285714285714
marcel gottschling,Right Winger,Ligue 1,knee,2,27,72.0,93.0,1.0
marcel halstenberg,Centre-Back,Bundesliga,other,7,31,12.0,197.0,0.14285714285714285
marcel hofrath,Left-Back,Ligue 1,ligament,1,28,58.0,58.0,1.0
marcel lotka,Goalkeeper,Bundesliga,head,3,24,15.0,24.0,0.0
marcel sabitzer,Central Midfield,Bundesliga,muscular,16,31,6.0,44.0,0.1875
marcel schmelzer,Left-Back,Bundesliga,knee,1,33,716.0,716.0,1.0
marcel seegert,Centre-Back,Ligue 1,ankle_foot,3,28,28.0,36.0,0.6666666666666666
marcel wenig,Central Midfield,Bundesliga,ankle_foot,2,19,39.0,62.0,0.5
marcelo,Left-Back,La Liga,muscular,8,34,13.5,36.0,0.125
marcelo brozović,Defensive Midfield,Serie A,muscular,4,30,28.0,41.0,0.5
marcin bulka,Goalkeeper,Ligue 1,ankle_foot,2,23,86.5,121.0,1.0
marcin kaminski,Centre-Back,Bundesliga,other,5,31,22.0,115.0,0.2
marco asensio,Attacking Midfield,La Liga,bruise,6,26,14.0,27.0,0.0
marco benassi,Central Midfield,Serie A,back,3,27,3.0,272.0,0.3333333333333333
marco bertini,Defensive Midfield,Serie A,muscular,1,20,39.0,39.0,1.0
marco bizot,Goalkeeper,Ligue 1,upper_body,1,34,9.0,9.0,0.0
marco brescianini,Central Midfield,Serie A,illness,2,25,19.5,34.0,0.5
marco camus,Left Winger,La Liga,other,1,22,10.0,10.0,0.0
marco capuano,Centre-Back,Ligue 1,other,1,31,149.0,149.0,1.0
marco carnesecchi,Goalkeeper,Serie A,illness,2,25,18.5,26.0,0.0
marco d'alessandro,Right Winger,Serie A,muscular,1,32,41.0,41.0,1.0
marco friedl,Centre-Back,Bundesliga,muscular,9,27,11.0,35.0,0.2222222222222222
marco grüll,Left Winger,Bundesliga,muscular,2,27,11.0,16.0,0.0
marco john,Left-Back,Bundesliga,other,7,22,59.0,203.0,0.8571428571428571
marco mancosu,Attacking Midfield,Serie A,knee,4,35,38.5,117.0,0.75
marco modolo,Centre-Back,Serie A,knee,3,33,10.0,46.0,0.3333333333333333
marco molla,Goalkeeper,Serie A,illness,1,20,37.0,37.0,1.0
marco palestra,Right-Back,Serie A,muscular,1,20,49.0,49.0,1.0
marco parolo,Central Midfield,Serie A,ankle_foot,1,36,18.0,18.0,0.0
marco pašalić,Right Winger,Bundesliga,ligament,3,22,141.0,149.0,0.6666666666666666
marco raina,Goalkeeper,Serie A,bruise,1,20,41.0,41.0,1.0
marco reus,Attacking Midfield,Bundesliga,other,9,35,12.0,57.0,0.1111111111111111
marco richter,Attacking Midfield,Bundesliga,other,5,25,11.0,29.0,0.2
marco sala,Left-Back,Serie A,ankle_foot,4,26,16.5,18.0,0.0
marco schuster,Defensive Midfield,Ligue 1,muscular,3,25,59.0,80.0,1.0
marco silvestri,Goalkeeper,Serie A,upper_body,5,34,11.0,100.0,0.2
marco sportiello,Goalkeeper,Serie A,illness,5,33,4.0,80.0,0.2
marco verratti,Central Midfield,Ligue 1,other,12,30,14.0,44.0,0.16666666666666666
marcos acuña,Left-Back,La Liga,other,10,32,14.0,37.0,0.3
marcos alonso,Centre-Back,La Liga,back,4,34,13.0,106.0,0.25
marcos andré,Forward,La Liga,other,1,24,100.0,100.0,1.0
marcos antônio,Central Midfield,Serie A,ankle_foot,2,23,6.0,9.0,0.0
marcos llorente,Right-Back,La Liga,muscular,7,30,28.0,119.0,0.5714285714285714
marcos paulo,Left Winger,La Liga,knee,1,23,214.0,214.0,1.0
marcos senesi,Centre-Back,Premier League,muscular,3,28,33.0,123.0,0.6666666666666666
marcus coco,Right-Back,Ligue 1,ankle_foot,1,26,33.0,33.0,1.0
marcus ingvartsen,Forward,Bundesliga,ankle_foot,4,27,20.5,25.0,0.0
marcus pedersen,Right-Back,Serie A,illness,2,25,6.5,9.0,0.0
marcus rashford,Left Winger,Premier League,other,12,28,13.5,94.0,0.25
marcus tavernier,Left Midfield,Premier League,muscular,6,26,38.0,86.0,0.6666666666666666
marcus thuram,Forward,Serie A,muscular,11,28,11.0,60.0,0.18181818181818182
marcão,Centre-Back,La Liga,muscular,6,28,44.0,151.0,0.8333333333333334
marek rodák,Goalkeeper,Premier League,upper_body,1,24,54.0,54.0,1.0
marek suchy,Centre-Back,Bundesliga,other,1,33,7.0,7.0,0.0
mariano díaz,Forward,La Liga,bruise,14,30,16.5,52.0,0.35714285714285715
marin pongracic,Centre-Back,Serie A,muscular,4,28,54.5,134.0,0.75
marin šverko,Centre-Back,Serie A,muscular,2,27,18.5,25.0,0.0
marino defendi,Right-Back,Ligue 1,other,1,37,32.0,32.0,1.0
mario balotelli,Forward,Serie A,illness,2,35,4.0,5.0,0.0
mario gaspar,Centre-Back,La Liga,muscular,1,30,69.0,69.0,1.0
mario gila,Centre-Back,Serie A,ankle_foot,4,25,21.5,27.0,0.0
mario götze,Attacking Midfield,Bundesliga,muscular,6,33,5.0,62.0,0.16666666666666666
mario hermoso,Centre-Back,La Liga,other,12,30,13.0,112.0,0.3333333333333333
mario jokic,Centre-Back,Serie A,muscular,1,30,49.0,49.0,1.0
mario lemina,Defensive Midfield,Premier League,bruise,11,32,9.0,29.0,0.18181818181818182
mario mandžukić,Forward,Serie A,other,3,35,5.0,48.0,0.3333333333333333
mario pasalić,Central Midfield,Serie A,ankle_foot,4,28,18.0,68.0,0.25
marius bülter,Left Winger,Bundesliga,illness,6,32,10.0,59.0,0.16666666666666666
marius funk,Goalkeeper,Bundesliga,knee,1,26,117.0,117.0,1.0
marius müller,Goalkeeper,Bundesliga,head,2,32,13.5,19.0,0.0
marius wolf,Right-Back,Bundesliga,other,10,30,8.0,61.0,0.1
mark flekken,Goalkeeper,Bundesliga,other,4,32,16.0,191.0,0.25
mark mckenzie,Centre-Back,Ligue 1,bruise,1,26,8.0,8.0,0.0
mark noble,Central Midfield,Premier League,ankle_foot,2,34,21.0,28.0,0.5
mark o'mahony,Forward,Premier League,muscular,1,20,72.0,72.0,1.0
mark uth,Forward,Bundesliga,other,8,32,26.5,198.0,0.5
marko arnautovic,Forward,Serie A,muscular,15,36,12.0,50.0,0.26666666666666666
marko dmitrovic,Goalkeeper,La Liga,upper_body,1,32,3.0,3.0,0.0
marko lazetić,Forward,Serie A,muscular,2,19,10.0,17.0,0.0
marko milovanović,Forward,La Liga,knee,2,20,52.5,57.0,1.0
marko pjaca,Left Winger,Serie A,muscular,5,27,14.0,42.0,0.2
marko rog,Central Midfield,Serie A,knee,3,28,241.0,245.0,1.0
markus scholz,Goalkeeper,Ligue 1,muscular,1,33,45.0,45.0,1.0
markus schubert,Goalkeeper,Bundesliga,illness,2,23,8.0,8.0,0.0
marley aké,Left Winger,Serie A,illness,2,21,33.5,45.0,0.5
marlon,Centre-Back,Serie A,knee,3,27,20.0,21.0,0.0
marlon fossey,Right-Back,Premier League,muscular,1,24,18.0,18.0,0.0
marlon morgenstern,Centre-Back,Bundesliga,illness,2,21,33.0,58.0,0.5
marlon mustapha,Forward,Bundesliga,illness,3,22,11.0,137.0,0.3333333333333333
marnon busch,Right-Back,Bundesliga,muscular,3,30,27.0,123.0,0.3333333333333333
marquinhos,Centre-Back,Ligue 1,muscular,14,31,12.5,47.0,0.14285714285714285
marshall munetsi,Central Midfield,Ligue 1,muscular,4,28,25.0,47.0,0.5
marten de roon,Defensive Midfield,Serie A,muscular,4,33,12.5,65.0,0.25
marten winkler,Right Winger,Bundesliga,bruise,3,19,50.0,57.0,0.6666666666666666
martin adeline,Central Midfield,Ligue 1,other,1,21,48.0,48.0,1.0
martin braithwaite,Forward,La Liga,muscular,7,32,8.0,144.0,0.14285714285714285
martin dúbravka,Goalkeeper,Premier League,other,7,36,11.0,119.0,0.42857142857142855
martin erlić,Centre-Back,Serie A,bruise,8,27,16.0,64.0,0.125
martin frese,Left-Back,Serie A,knee,3,27,6.0,161.0,0.3333333333333333
martin hinteregger,Centre-Back,Bundesliga,muscular,4,29,22.0,57.0,0.5
martin hongla,Defensive Midfield,Serie A,illness,1,24,18.0,18.0,0.0
martin kelly,Right-Back,Premier League,muscular,1,31,53.0,53.0,1.0
martin palumbo,Defensive Midfield,Serie A,other,1,21,20.0,20.0,0.0
martin svidersky,Central Midfield,La Liga,muscular,1,20,222.0,222.0,1.0
martin terrier,Left Winger,Ligue 1,illness,7,28,11.0,270.0,0.2857142857142857
martin turk,Goalkeeper,Serie A,illness,1,19,4.0,4.0,0.0
martin valjent,Centre-Back,La Liga,knee,4,29,20.0,37.0,0.5
martin ødegaard,Attacking Midfield,Premier League,muscular,13,26,16.0,57.0,0.07692307692307693
martín cáceres,Centre-Back,Serie A,ankle_foot,3,35,9.0,27.0,0.0
martín merquelanz,Left Winger,La Liga,knee,1,27,874.0,874.0,1.0
martín montoya,Right-Back,La Liga,ankle_foot,5,31,20.0,241.0,0.2
martín payero,Central Midfield,Serie A,ankle_foot,3,27,33.0,34.0,0.6666666666666666
martín satriano,Forward,Ligue 1,muscular,7,24,13.0,199.0,0.42857142857142855
martín zubimendi,Defensive Midfield,La Liga,muscular,4,25,14.5,34.0,0.25
marvelous nakamba,Defensive Midfield,Premier League,knee,3,30,111.0,247.0,0.6666666666666666
marvin cuni,Forward,Serie A,illness,3,22,8.0,12.0,0.0
marvin ducksch,Forward,Bundesliga,muscular,2,31,14.5,15.0,0.0
marvin friedrich,Centre-Back,Bundesliga,illness,11,29,15.0,36.0,0.2727272727272727
marvin mehlem,Attacking Midfield,Bundesliga,fracture,2,26,61.5,68.0,1.0
marvin pieringer,Forward,Bundesliga,ankle_foot,3,26,21.0,132.0,0.3333333333333333
marvin plattenhardt,Left-Back,Bundesliga,other,7,30,12.0,43.0,0.14285714285714285
marvin schwäbe,Goalkeeper,Bundesliga,illness,1,27,8.0,8.0,0.0
marvin zeegelaar,Left-Back,Serie A,illness,1,31,14.0,14.0,0.0
marwin hitz,Goalkeeper,Bundesliga,bruise,3,34,20.0,22.0,0.0
marçal,Left-Back,Ligue 1,muscular,6,32,26.0,48.0,0.3333333333333333
masaya okugawa,Left Winger,Bundesliga,ankle_foot,3,28,28.0,104.0,0.6666666666666666
mason greenwood,Right Winger,Premier League,bruise,3,20,9.0,19.0,0.0
mason holgate,Centre-Back,Premier League,ankle_foot,2,26,50.5,51.0,1.0
mason mount,Attacking Midfield,Premier League,bruise,9,26,23.0,111.0,0.4444444444444444
massadio haïdara,Left-Back,Ligue 1,muscular,14,32,16.0,29.0,0.07142857142857142
massimo luongo,Central Midfield,Premier League,ankle_foot,2,33,33.5,35.0,1.0
matej kovar,Goalkeeper,Bundesliga,other,1,24,3.0,3.0,0.0
matej maglica,Centre-Back,Bundesliga,muscular,2,25,12.5,18.0,0.0
matej vydra,Forward,Premier League,muscular,4,30,24.0,26.0,0.0
mateo klimowicz,Attacking Midfield,Bundesliga,other,3,21,15.0,15.0,0.0
mateo kovacic,Central Midfield,Premier League,muscular,11,31,15.0,124.0,0.2727272727272727
mateo retegui,Forward,Serie A,knee,6,26,19.0,37.0,0.16666666666666666
mateu morey,Right-Back,Bundesliga,other,10,25,56.5,376.0,0.6
